Artist Name,Album Title,Track Title,Record Label,Year,Genre,Style,Tag,Comment,Discogs Release ID
Streetdancer,Rising,,Dharma Records,1977,Jazz,Fusion,Drums,,https://www.discogs.com/release/3987120
Streetheart,Meanwhile Back In Paris...,Look At Me,Atlantic,1978,Rock,Classic Rock,Drums,,https://www.discogs.com/release/1057716
Streetmark,Dry,Disco Dry,Sky Records,1979,Rock,Krautrock,Drums,,https://www.discogs.com/release/968544
Streetmark,Nordland,Nordland: D. Reality Airport,Sky Records,1977,Electronic,Krautrock,Drums,,https://www.discogs.com/release/936569
"Strikers, The",The Strikers,Strike It Up,Prelude Records,1981,Electronic,Disco,Drums,,https://www.discogs.com/release/221560
Strutt,Time Moves On,"Said You Didn't Love Him, Said You Didn't Love Him (Instrumental)",Brunswick,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/949779
"Stu Gardner Presents A House Full Of Love Featuring Grover Washington, Jr.",A House Full Of Love - Music From The Bill Cosby Show,Camille,Columbia,1986,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/1895000
Styx,Pieces Of Eight,I'm O.K.,A&M Records,1978,Rock,Classic Rock,Drums,,https://www.discogs.com/release/1428717
Styx,Styx,Movement For The Common Man: Children Of The Land,Wooden Nickel Records,1972,Rock,Hard Rock,Drums,,https://www.discogs.com/release/1623317
Sucha Orkiestra,Schi,Lodołamacz Sahara,Klub Płytowy Razem,1987,Jazz,Contemporary Jazz,Drums,,https://www.discogs.com/release/907418
Sue Raney,Sue Raney's People Tree ,,Light Records,1972,Jazz,,Drums,,https://www.discogs.com/release/8149648
Sugarloaf / Jerry Corbetta,"Don't Call Us, We'll Call You",Wild Child,Claridge Records,1974,Rock,Blues Rock,Drums,,https://www.discogs.com/release/2059777
Sugarloaf / Jerry Corbetta,I Got A Song,,Brut Records,1973,Rock,,Drums,,https://www.discogs.com/release/6475338
"Sugarloaf, Jerry Corbetta",Don't Call Us,WILD CHILD,Claridge Records,1975,Rock,,Drums,,https://www.discogs.com/release/2607189
Sunbear,Sunbear,"Mood II ""Love At First Sight""",Soul Train,1977,Funk / Soul,Jazz-Funk,Drums,,https://www.discogs.com/release/1066493
Sunday's Children,Sunday's Children,,S & C Records,1974,Funk / Soul,,Drums,,https://www.discogs.com/release/4377544
"Sunshine, Jan Gassman, Clark Gassman",Sunshine And Snowflakes (40 Kids Singin' At Christmas),,Light Records,1973,Rock,Religious,Drums,,https://www.discogs.com/release/1629099
Super Band,Som Discotheque,December 1963,Square,1977,Latin,Funk,Drums,,https://www.discogs.com/release/12618587
Super Erótica,Na Intimidade,Jungle Fever,Not On Label,1994,Jazz,,Drums,,https://www.discogs.com/release/13037383
Super Erótica,Super Erótica!,Flash,New Records,1970,Latin,,Drums,,https://www.discogs.com/release/6983465
Super Erótica,Super Erótica! ,,New Records,1970,Latin,,Drums,,https://www.discogs.com/release/6983465
Super Session,Welcome & Alive,RANDY' & PORTRAIT OF AN OBSTINATE LADY,Telefunken,1982,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/1450144
Supercharge,Between Music And Madness,Give It Up,Stag Music,1974,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/3799675
Supergroup,Supergroup Live,Magánrepülőgép,Pepita,1982,Jazz,Fusion,Drums,,https://www.discogs.com/release/8028066
Supersister,Iskander,Dareios The Emperor,Polydor,1973,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/991639
"Supremes, The","Mary, Scherrie & Susaye",Come Into My Life,Motown,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/4643560
Surgery,Übermorgen,Vurz Im Morgengrauen,Yregrus Records,1980,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/4732257
"Surinam Gospel Selection, The",Love Peace And Happiness,Put Your Hands,Koeriersklanken,1973,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/10455078
"Surprise Package, The",...Sketches-‘N’...Pieces ,,Cloudburst Records,1978,Rock,Soft Rock,Drums,,https://www.discogs.com/release/13982655
Surprize,Keep On Truckin',Sweet Love,East Coast Records,1972,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/5442439
Survivor,Too Hot To Sleep,She's A Star,Scotti Bros. Records,1988,Rock,Soft Rock,Drums,,https://www.discogs.com/release/2316883
Susan Cadogan,Susan Cadogan,Feeling Is Right,Trojan Records,,Reggae,Roots Reggae,Drums,,https://www.discogs.com/release/632122
Sweathog,Hallelujah,Things Yet To Come,Columbia,1972,Rock,Blues Rock,Drums,,https://www.discogs.com/release/4465321
Sweathog,Sweathog,Things Yet To Come,Columbia,1971,Rock,Country Rock,Drums,,https://www.discogs.com/release/2513910
Sweet,Desolation Boulevard,"Into The Night; ""Into The Night"" is only available on certain versions of this LP., This song and drum break are also on The Sweet's LP, The Sweet – Sweet Fanny Adams.",Capitol Records,1975,Rock,Glam,Drums,,https://www.discogs.com/release/2153365
Sweet Apple,Sweet Apple,,Columbia,1970,Funk / Soul,,Drums,,https://www.discogs.com/release/2968727
Sweet Breeze,Across The Desert,Hard To Please Girl,Feathers,1976,Funk / Soul,African,Drums,,https://www.discogs.com/release/2510345
Sweet Charles,For Sweet People,Soul Man,People,1974,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/550956
Sweet Comfort,Sweet Comfort,Let It Go,Maranatha! Music,1977,Jazz,Religious,Drums,,https://www.discogs.com/release/2008146
Sweet Pain,Sweet Pain,,United Artists Records,1970,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2232469
Sweet Thunder,Above The Clouds,Two Day Tightness,WMOT Records,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1446651
Sweet Thursday,Sweet Thursday,Gilbert Street,Great Western Gramophone,1973,Rock,Folk Rock,Drums,,https://www.discogs.com/release/1776301
"Sweet, The",Sweet Fanny Adams,In To The Night,RCA Victor,1974,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2270431
Sweetbottom,Angels Of The Deep,Shrapnel In My Ankle,Sweetbottom Music,1977,Jazz,Fusion,Drums,,https://www.discogs.com/release/3907075
Swingle II,Lovin' You,50 WAYS,CBS,1976,Jazz,Vocal,Drums,,https://www.discogs.com/release/2687803
Switch,Switch II,Best Beat In Town,Gordy,1979,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/4652922
Syl Johnson,,Different Strokes,Numero Group,2011,Funk / Soul,Soul,UBB,,https://www.discogs.com/release/2912002
Syl Johnson,Ms. Fine Brown Frame,Sweet Thing,The Boardwalk Entertainment Co,1982,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/1991496
Symphonic Slam,Symphonic Slam,Days,A&M Records,1976,Rock,Prog Rock,Drums,,https://www.discogs.com/release/802221
Synchro Rhythmic Eclectic Language,Lambi,A.B.C.D.,Moshé-Naïm,1976,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/3497632
Synkopy 61,Xantipa,Brouk (The Beetle),Panton,1973,Rock,Prog Rock,Drums,,https://www.discogs.com/release/5149891
Synthesis,Synthesis,City Life,Dare-Dare,2002,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/1273100
Synthesis Orchestra,Sound Effects 1,"Modern Bach, Copy Sound",Progress Record,1985,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/6065661
Syrius,Az Ördög Álarcosbálja = Devil's Masquerade,,Pepita,1972,Jazz,Fusion,Drums,,https://www.discogs.com/release/2126043
Syrius,Syrius,Devil's Masquerade [a.k.a.] Az Ördög Álarcosbálja,Spin,1971,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/4169406
Syrius,Széttört Álmok,"Hajnali Ének (Song At Dawn), Kinyújtom Kezem (I'm Stretching Out My Arms), Igen, Szép Volt (Yeah, That Was Nice)",Pepita,1976,Jazz,Fusion,Drums,,https://www.discogs.com/release/578038
Szécsi Pál,Violák,Carolina,Pepita,1976,Pop,Vocal,Drums,,https://www.discogs.com/release/1271069
T-Connection,On Fire,Groove to Get Down,Dash,1977,Funk / Soul,Disco,UBB,,https://www.discogs.com/release/1308707
T-Connection,Magic,"Do What You Wanna Do, Disco Magic",Collectables,1998,Electronic,Funk,Drums,,https://www.discogs.com/release/572724
T-Connection,On Fire,On Fire,Dash,1977,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/1308707
T-Connection,Pure & Natural,Girl Watching,Capitol Records,1982,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/1279428
T-Connection,The Game Of Life,Time Is Short,Capitol Records,1983,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1548530
T. Life,That's Life,Checkin' Out Your Love,RCA Victor,1978,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/1597948
T. Rex,Light Of Love,Light Of Love,Polydor,1982,Rock,Glam,Drums,,https://www.discogs.com/release/3668520
T. Rex,The Slider,Baby Strange,T. REX,1972,Rock,Glam,Drums,,https://www.discogs.com/release/457113
T. Swift And The Electric Bag,Are You Experienced,"Are You Experienced,  Free Form In 6",Custom Records,1968,Rock,Acid Rock,Drums,,https://www.discogs.com/release/3064925
T.H.P. Orchestra,Early Riser,,RCA Victor,1976,Electronic,Disco,Drums,,https://www.discogs.com/release/1506266
T.N.T.,Making Tracks,Making Tracks ,WIRL,1972,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/7859021
T.N.T.H.,Let's Go Children Of The Country,,Barclay,1971,Rock,Prog Rock,Drums,,https://www.discogs.com/release/578004
Taana Gardner,Taana Gardner,"Just Be A Friend, Paradise Express",West End Records,1979,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/131233
Tages,2,Get Out Of My Life Woman,Platina,1965,Rock,Beat,Drums,,https://www.discogs.com/release/2894452
Takanaka = 高中正義,Brasilian Skies = ブラジリアン・スカイズ,Nights,Kitty Records,1978,Jazz,Fusion,Drums,,https://www.discogs.com/release/3810966
Take Six,Blueprint,Power Surge,Hudson Music Company,1979,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/2339415
Takehiro Honda,Another Departure,,Flying Disk,1977,Jazz,Contemporary Jazz,Drums,,https://www.discogs.com/release/2524891
Takeshi Inomata,Morning After,When We Were Sixteen,Toshiba Records,1977,Jazz,,Drums,,https://www.discogs.com/release/7192602
"Takeshi Inomata, Norio Maeda",Drum Shot = ドラム・ショット,"Drum Shot, Birdie, Singing On A Cab, Hole Out",Takt,1967,Jazz,,Drums,,https://www.discogs.com/release/16131845
Takeshi Onodera & Los Onoderas,Dynamic Latin Drums,,JVC,1972,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/2691902
Talking Heads,Little Creatures,Stay Up Late,Sire,1985,Rock,Alternative Rock,Drums,,https://www.discogs.com/release/224182
Talking Heads,More Songs About Buildings And Food,Warning Sign,Sire,1978,Rock,New Wave,Drums,,https://www.discogs.com/release/539638
Tamba 4,Samba Blim,"Samba Blim, Palladium",A&M Records,1968,Jazz,Bossanova,Drums,,https://www.discogs.com/release/1255558
Tammy Sue Bakker,Sixteen,Little Girl,Blade Records,1986,Rock,Gospel,Drums,,https://www.discogs.com/release/4471405
Tamouz = להקת תמוז,סוף עונת התפוזים,אהבה שקטה = Quiet Love,NMC,2006,Rock,Prog Rock,Drums,,https://www.discogs.com/release/7628642
Tantra,The Double Album,,Importe/12,1980,Electronic,Disco,Drums,,https://www.discogs.com/release/52217
Tanya Tucker,TNT,Not Fade Away,MCA Records,1978,Rock,Country,Drums,,https://www.discogs.com/release/1924738
Tappi Tíkarrass,Bítið Fast Í Vítið,London,Spor,1982,Rock,Punk,Drums,,https://www.discogs.com/release/1331040
Tarika Blue,Tarika Blue,,Chiaroscuro Records,1977,Jazz,Fusion,Drums,,https://www.discogs.com/release/2238850
Tatsu Yamashita = 山下達郎,Ride On Time = ライドオン・タイム,Silent Screamer,Air Records,1980,Funk / Soul,City Pop,Drums,,https://www.discogs.com/release/3282392
Tatsuo Hayashi,Super Percussion Vol. 1,"Fast Disco, Straight Rock, Slow Disco, Latin Rock, Ballad, Sucha-Roca, Metal Charm",Panam,1979,Electronic,Disco,Drums,,https://www.discogs.com/release/4083644
TCB,Boogie Productions,,RPI Records,1980,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/10405792
Tear Gas,Piggy Go Getter,I'm Fallin' Far Behind,Paramount Records,1971,Rock,Prog Rock,Drums,,https://www.discogs.com/release/2834272
Tears For Fears,The Hurting,Ideas As Opiates,Mercury,2014,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/5392952
Teaze,On The Loose,Nobody's Fool,Aquarius Records,1978,Rock,,Drums,,https://www.discogs.com/release/2145709
Ted Nugent,Weekend Warriors,Good Friends And A Bottle Of Wine,Epic,1978,Rock,Hard Rock,Drums,,https://www.discogs.com/release/1152290
Ted Nugent & The Amboy Dukes,Call Of The Wild,Cannon Balls,Universum Records,2007,Rock,Hard Rock,Drums,,https://www.discogs.com/release/4774019
Teddy Lasry,Escalade,Punching Dream,Sonimage,1976,Electronic,Jazz-Rock,Drums,,https://www.discogs.com/release/906059
Teddy Pendergrass,Teddy Pendergrass,I Don't Love You Anymore,Philadelphia International Records,1977,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/176583
Teddy Roderman,New World Trombones,Honeycomb,Canadian Talent Library,1970,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/5519774
Teegarden & Van Winkle,Teegarden & Van Winkle,"God, Love, And Rock & Roll",Westbound Records,1970,Rock,,Drums,,https://www.discogs.com/release/4933763
Teena Marie,Wild And Peaceful,Don't Look Back,Gordy,1979,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/633891
Telegraph · Ave,Telegraph · Ave,Sometimes In Winter,Mag,1971,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/1264278
Telephone,Dure Limite,,Virgin,1982,Rock,New Wave,Drums,,https://www.discogs.com/release/623696
Television,Marquee Moon,Marquee Moon,Elektra,2012,Rock,New Wave,Drums,,https://www.discogs.com/release/4111082
Tempest,Living In Fear,,Sequel Records,1990,Rock,Prog Rock,Drums,,https://www.discogs.com/release/2759936
"Temprees, The",Lovemen,Explain It To Her Mama,We Produce Records,1972,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/838409
"Temptations, The",1990,I Need You,Gordy,1973,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/445135
"Temptations, The",Solid Rock,Ain't No Sunshine,Gordy,1972,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1113807
Ten Years After,Positive Vibrations,It's Getting Harder,Chrysalis,1974,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/1471435
Ten Years After,Rock & Roll Music To The World,Convention Prevention,Columbia,1972,Rock,Blues Rock,Drums,,https://www.discogs.com/release/1051841
Tender Aggression 2,European Maid,,Intercord,1977,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2766562
Tennessee Farm Band,Communion,,Farm Records,1977,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/3997656
Tequila,The New One,,Metronome,1976,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2260147
Terence Boylan,Suzy,Shake Your Fiorucci,Asylum Records,1980,Rock,Soft Rock,Drums,,https://www.discogs.com/release/1419725
Terje Rypdal,Terje Rypdal,,ECM Records,1971,Jazz,Fusion,Drums,,https://www.discogs.com/release/517563
"Terry Cavendish Orchestra, The",All In An Afternoon's Work,,Pye Records,1973,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/6795205
Terry Clark,Welcome ,,Good News Records,1978,Pop,,Drums,,https://www.discogs.com/release/8550634
Teruo Nakamura,Unicorn ,,Three Blind Mice,1973,Jazz,Fusion,Drums,,https://www.discogs.com/release/3023131
Thad Jones,Eclipse,,Metronome,1980,Jazz,Big Band,Drums,,https://www.discogs.com/release/2190441
Thad Jones / Mel Lewis Jazz Orchestra,Central Park North,Jive Samba,Solid State Records,1969,Jazz,Bop,Drums,,https://www.discogs.com/release/2673404
Thee Midniters,Giants,Breakfast On The Grass,Whittier Records,1969,Rock,Garage Rock,Drums,,https://www.discogs.com/release/7703028
Thelma Houston,Never Gonna Be Another One,Never Give You Up,RCA Victor,1981,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1579306
Thelma Houston,Qualifying Heat,"Fantasy And Heartbreak, Generate Love",MCA Records,1984,Electronic,Soul,Drums,,https://www.discogs.com/release/3471824
Thelma Houston,Sunshower,Cheap Lovin',Dunhill,1969,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/2568672
Thelma Houston,The Devil In Me,Triflin',Tamla,1977,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/252541
Thelma Houston & Pressure Cooker,I've Got The Music In Me,Step In Time,Sheffield Lab,1975,Funk / Soul,,Drums,,https://www.discogs.com/release/1229176
Them,Time Out! Time In For Them,She Put A Hex On You,Tower,1968,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/4100490
Theo Vaness,Bad Bad Boy,No Romance / Keep On Dancin',Prelude Records,1979,Electronic,Disco,Drums,,https://www.discogs.com/release/193810
Theo Vaness,Theo Vaness,I Can't Dance Without You,Prelude Records,1979,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/339202
Thijs Van Leer,O My Love,STREET RONDO,Philips,1975,Jazz,Fusion,Drums,,https://www.discogs.com/release/1271054
Thin Lizzy,Johnny the Fox,Johnny the Fox Meets Jimmy the Weed,Vertigo,1976,Rock,Hard Rock,UBB,,https://www.discogs.com/release/1150253
"Third Estate, The",Years Before The Wine,Years Before The Wine,The Third Estate,1976,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/4439133
Third Eye,Connexion,Maroon Dance,Ring Records,1977,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/634462
"Third Guitar Featuring Eddie Holloway, The",Baby Don't Cry / Don't Take Your Love From Me,,Rojac Records,1968,Funk / Soul,Rhythm & Blues,Drums,,https://www.discogs.com/release/1767444
Thom Janusz,Ronn Forella...Moves !,"Memories Of Georgia,  Mithra Plane 2,  Crystals",Hoctor Records,1975,Jazz,Smooth Jazz,Drums,,https://www.discogs.com/release/2960530
Thomas 'Coke' Escovedo,Disco Fantasy,Disco Fantasy,Mercury,1977,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/187528
THP Orchestra,Two Hot For Love,,Butterfly Records,1977,Electronic,Disco,Drums,,https://www.discogs.com/release/252831
Three Dog Night,Naturally,I Can Hear You Calling,Dunhill,1970,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1499298
Three Man Army,A Third Of A Lifetime,Butter Queen,Pegasus,1971,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2004139
Three Souls In My Mind,Three Souls In My Mind ,,Raff,1975,Rock,Hard Rock,Drums,,https://www.discogs.com/release/9377767
Thunder,Thunder,King's X,Altered Moods Recordings,2013,Electronic,Deep House,Drums,,https://www.discogs.com/release/4544662
Thunderhead,Thunderhead,Stop The Madness,ABC Records,1975,Rock,Country Rock,Drums,,https://www.discogs.com/release/4385495
"Tibor Brothers, The",Songs Of Inspiration,Put Your Hand In The Hand,Jomar Records,1982,"Folk, World, & Country",,Drums,,https://www.discogs.com/release/13062737
Ticket,Awake,Highway Of Love,Down Under,1972,Rock,Prog Rock,Drums,,https://www.discogs.com/release/7416405
Tierra,Bad City Boys,Baila Gente Baila,The Boardwalk Entertainment Co,1982,Electronic,Latin,Drums,,https://www.discogs.com/release/2097890
Tierra,City Nights,"Street Scene, Memories",The Boardwalk Entertainment Co,1980,Jazz,Salsa,Drums,,https://www.discogs.com/release/927927
Tihomir Pop Asanović,Pop,Usamljena Devojka,Jugoton,1976,Jazz,Funk,Drums,,https://www.discogs.com/release/1186101
Tim Henley,I Never Walked On Water,,Friendly Winds,1979,Rock,AOR,Drums,,https://www.discogs.com/release/11893681
Tim Krekel,Crazy Me,Little Bitty Pretty One,Capricorn Records,1979,Rock,,Drums,,https://www.discogs.com/release/3424912
Tim Maia,Tim Maia,Nobody Can Live Forever,Polydor,1973,Latin,Soul,Drums,,https://www.discogs.com/release/757968
Tim Rose,Tim Rose,Cryin' Shame,Columbia,1968,Rock,,Drums,,https://www.discogs.com/release/3718801
Timber,Bring America Home,The Spirit Song,Elektra,1971,Rock,Folk Rock,Drums,,https://www.discogs.com/release/2886028
Time,Život U Čizmama S Visokom Petom,,PGP RTB,1976,Jazz,Funk,Drums,,https://www.discogs.com/release/1188034
Timothy B. Schmit,Playin' It Cool,"Playin' It Cool, Lonely Girl, Gimme Some Money",Asylum Records,1984,Rock,Soft Rock,Drums,,https://www.discogs.com/release/3124520
Timothy Carpenter And Triunity,Sweeter,I Love Jesus,Praise Records,1978,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/3311174
Tina Turner,Acid Queen,Pick Me Tonight,United Artists Records,1975,Rock,Soul,Drums,,https://www.discogs.com/release/838589
Titanic,Sea Wolf,Sultana,CBS,1971,Rock,Soft Rock,Drums,,https://www.discogs.com/release/955852
Titanic,Titanic,"Love Is Love, I See No Reason",CBS,1970,Rock,Prog Rock,Drums,,https://www.discogs.com/release/772880
"Tito, Vic & Joey","Tito, Vic & Joey Vol. IV Sgt. Pepe",,Sunshine,1979,Rock,Parody,Drums,,https://www.discogs.com/release/11655231
Titti,"Fröken Ur Sång ""Ticke Ticke Tack"" ",,Telestar,1974,Pop,,Drums,,https://www.discogs.com/release/3060155
Titti Sjöblom,Titti,Spridda Skurar,MCA Records,1971,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/1685800
Titus Oates,Jungle Lady,Don't Get Your Honey Where You Make Your Money,Lips,1974,Rock,Hard Rock,Drums,,https://www.discogs.com/release/7795373
TNT Band,The Meditation,,Cotique,1968,Latin,Soul,Drums,,https://www.discogs.com/release/2962469
To Be,To Be,Tell The Truth,Brain,1977,Jazz,Fusion,Drums,,https://www.discogs.com/release/544543
Toad,The Best Of Toad,Pig's Walk,Hallelujah,1976,Rock,Prog Rock,Drums,,https://www.discogs.com/release/5488573
Todd Rundgren,A Cappella,"Johnee Jingo, Something To Fall Back On",Warner Bros. Records,1985,Rock,Rhythm & Blues,Drums,,https://www.discogs.com/release/1793198
Todd Rundgren,"A Wizard, A True Star",,Bearsville,1973,Electronic,Pop Rock,Drums,,https://www.discogs.com/release/380444
Todd Rundgren,The Ever Popular Tortured Artist Effect,Chant,Bearsville,1982,Rock,Art Rock,Drums,,https://www.discogs.com/release/1393439
Toe Fat,Toe Fat,That's My Love For You,Parlophone,1970,Rock,Prog Rock,Drums,,https://www.discogs.com/release/2565730
Tom Belt And God Unlimited,Ride On,,G.I.A. Records,1968,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/6523485
Tom Elliot,Release No. 11 - Keyboard Rhythm Patterns,Keyboard Rhythm #9,Media Music,,Jazz,,Drums,,https://www.discogs.com/release/5853195
Tom Johnston,Everything You've Heard Is True,"Down Along The River, Show Me, Savannah Nights, Outlaw",Warner Bros. Records,1979,Rock,Pop Rock,Drums,,https://www.discogs.com/release/2826911
Tom Jones,Single,Looking Out My Window,Parrot,1968,Pop,"Soul, Ballad",UBB,,https://www.discogs.com/release/1504307
Tom Kelly,Versatile,,Decca,2007,"Folk, World, & Country",Folk,Drums,,https://www.discogs.com/release/1137049
Tom Kelly Band,Breakdown,Flashback,Memory Music,1980,Rock,Prog Rock,Drums,,https://www.discogs.com/release/4121719
Tom Scott,Street Beat,"Come Closer, Baby",Columbia,1979,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1395137
Tom Scott and the L.A. Express,Tom Scott and The L.A. Express,Sneakin' in the Back,Ode Records,1974,Jazz,Jazz-Funk,UBB,,https://www.discogs.com/release/1190426
Tom Scott With The California Dreamers,The Honeysuckle Breeze,Mellow Yellow,Impulse!,1967,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/1080948
Tom T. Hall,We All Got Together And...,Pamela Brown,Mercury,1972,"Folk, World, & Country",Country,Drums,,https://www.discogs.com/release/2493052
Tom Verlaine,Cover,O Foolish Heart,Elektra,1979,Rock,New Wave,Drums,,https://www.discogs.com/release/989624
Tom Verlaine,Words From The Front,Days On The Mountain,Warner Bros. Records,1982,Rock,Alternative Rock,Drums,,https://www.discogs.com/release/1519255
Tom Zé,Nave Maria,Cilindrada,RGE,1984,Rock,MPB,Drums,,https://www.discogs.com/release/3209431
Tomasz Stańko Quintet,Jazzmessage From Poland,Aeoioe / Heban,JG-Records,1972,Jazz,Free Jazz,Drums,,https://www.discogs.com/release/5447378
Tommy Bolin,Teaser,Homeward Strut,Nemperor Records,1975,Rock,Blues Rock,Drums,,https://www.discogs.com/release/7070723
Tommy Broman,Efter Midnatt,,YTF,1976,Jazz,Fusion,Drums,,https://www.discogs.com/release/2531902
Tommy James & The Shondells,Crimson & Clover,I'm Alive,Roulette,1969,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/992449
Tommy James And The Shondells,Travelin',Candy Maker ,Roulette,1970,Rock,Pop Rock,Drums,,https://www.discogs.com/release/2248261
Tommy Körberg,Spotlight,Igor The Dog,Sonet,,Rock,,Drums,,https://www.discogs.com/release/3049096
Tommy McGee,Positive-Negative,To Make You Happy,MTMG Records,1976,Funk / Soul,,Drums,,https://www.discogs.com/release/4870292
Tommy Roe,Dizzy,Dizzy,ABC Records,1969,Rock,Pop Rock,UBB,,https://www.discogs.com/release/1113605
Tommy Roe,Beginnings,Hide Daddy's Whiskey,ABC Records,1971,Rock,Rock & Roll,Drums,,https://www.discogs.com/release/1672946
Tommy Roe,Sweet Pea,Sweet Pea,ABC Records,1966,Rock,Pop Rock,Drums,,https://www.discogs.com/release/665025
Tommy Roe,We Can Make Music,"Brush A Little Sunshine And Love, Stir It Up And Serve It",ABC Records,1970,Rock,,Drums,,https://www.discogs.com/release/1435128
Tommy Vig,1978,Malibu Canyon Road,Dobre Records,1978,Jazz,,Drums,,https://www.discogs.com/release/2696797
Tomorrow's People,Open Soul,Lovers To Friends,Stage Productions,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/3403223
Toni Basil,Word Of Mouth,Mickey,Radialchoice,1981,Electronic,Synth-pop,Drums,,https://www.discogs.com/release/1611750
Toni Tornado,Toni Tornado,Podes Crer Amizade,Odeon,1972,Funk / Soul,,Drums,,https://www.discogs.com/release/2568524
Tony Alvon & the Belairs,,Sexy Coffee Pot,Octopus Breaks,,Funk / Soul,,UBB,,https://www.discogs.com/release/3330224
Tony Ashton & Jon Lord,First Of The Big Bands,Shut Up,Purple Records,1974,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/2938738
Tony Back / Baron Gocher,Hammond Hits Back,You Won't See Me,Ad-Rhythm,1969,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/4505846
Tony Dupuis,Night Visions,Night Visions,Ard Records,1985,Jazz,,Drums,,https://www.discogs.com/release/7560879
Tony Gregory,Sings,Get Out Of My Life,Coxsone Records,1968,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/4507358
Tony Joe White,Tony Joe,Stud-Spider,Warner Bros. Records,1971,Rock,Folk Rock,Drums,,https://www.discogs.com/release/2028508
Tony La Mar,Reaching Out For Your Love,,Desert Bone Records,1983,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/3755640
Tony Luisi,Electromusic,Slo Moshun,NFL Music Library,1978,Electronic,Score,Drums,,https://www.discogs.com/release/12225876
Tony Roman,Tony,,Canusa,1967,Pop,,Drums,,https://www.discogs.com/release/6583890
Tony Roman,Tony (Tony En 3 Dimensions),Hey Joe,Canusa,1967,Pop,,Drums,,https://www.discogs.com/release/6583890
"Top Of The Poppers, The",Top Of The Pops Vol. 51,December '63,Hallmark Records,1976,Pop,Novelty,Drums,,https://www.discogs.com/release/3300624
Topo,Topo,Mis Amigos Dónde Estarán,Chapa Discos,1979,Rock,Prog Rock,Drums,,https://www.discogs.com/release/3774732
